prefix,AB_ICMPv4,AB_TCPv4,AB_DNSv4,GCD_ICMPv4,GCD_TCPv4,partial,backing_prefix,ASN,locations,is_hrp,number_of_active_ips,ip_utilization,clean_locations,scope,continent,country
146.75.42.0/24,1,0,0,2,0,False,146.75.40.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}]",National,NA,US
146.75.43.0/24,1,0,0,2,0,False,146.75.40.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}]",National,NA,US
146.75.76.0/24,1,0,0,2,0,False,146.75.76.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
146.75.77.0/24,1,0,0,2,0,False,146.75.76.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
146.75.78.0/24,1,0,0,2,0,False,146.75.76.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
146.75.79.0/24,1,0,0,2,0,False,146.75.76.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
146.75.8.0/24,1,0,0,2,0,False,146.75.8.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Detroit', 'country_code': 'US', 'id': 'YIP', 'lat': 42.2379, 'lon': -83.5304}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Detroit', 'country_code': 'US', 'id': 'YIP', 'lat': 42.2379, 'lon': -83.5304}]",National,NA,US
146.75.80.0/24,1,0,0,2,0,False,146.75.80.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
146.75.81.0/24,1,0,0,2,0,False,146.75.80.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
146.75.82.0/24,1,0,0,2,0,False,146.75.80.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Toronto', 'country_code': 'CA', 'id': 'YZD', 'lat': 43.7425, 'lon': -79.4656}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Toronto', 'country_code': 'CA', 'id': 'YZD', 'lat': 43.7425, 'lon': -79.4656}]",Continental,NA,
146.75.83.0/24,1,0,0,2,0,False,146.75.80.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
146.75.84.0/24,1,0,0,2,0,False,146.75.84.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Indianapolis', 'country_code': 'US', 'id': 'IND', 'lat': 39.7173, 'lon': -86.2944}]",True,255,0.99609375,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Indianapolis', 'country_code': 'US', 'id': 'IND', 'lat': 39.7173, 'lon': -86.2944}]",National,NA,US
146.75.85.0/24,1,0,0,2,0,False,146.75.84.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Havana', 'country_code': 'CU', 'id': 'UPB', 'lat': 23.0328, 'lon': -82.5794}]",True,254,0.9921875,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Havana', 'country_code': 'CU', 'id': 'UPB', 'lat': 23.0328, 'lon': -82.5794}]",Continental,NA,
146.75.86.0/24,1,0,0,2,0,False,146.75.84.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Havana', 'country_code': 'CU', 'id': 'UPB', 'lat': 23.0328, 'lon': -82.5794}]",True,253,0.98828125,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Havana', 'country_code': 'CU', 'id': 'UPB', 'lat': 23.0328, 'lon': -82.5794}]",Continental,NA,
146.75.87.0/24,1,0,0,2,0,False,146.75.84.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Havana', 'country_code': 'CU', 'id': 'UPB', 'lat': 23.0328, 'lon': -82.5794}]",True,252,0.984375,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Havana', 'country_code': 'CU', 'id': 'UPB', 'lat': 23.0328, 'lon': -82.5794}]",Continental,NA,
146.75.9.0/24,1,0,0,2,0,False,146.75.8.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Detroit', 'country_code': 'US', 'id': 'YIP', 'lat': 42.2379, 'lon': -83.5304}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Detroit', 'country_code': 'US', 'id': 'YIP', 'lat': 42.2379, 'lon': -83.5304}]",National,NA,US
146.75.92.0/24,1,0,0,2,0,False,146.75.92.0/22,54113,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,256,1.0,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.93.0/24,1,0,0,2,0,False,146.75.92.0/22,54113,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,255,0.99609375,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.94.0/24,1,0,0,2,0,False,146.75.92.0/22,54113,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,256,1.0,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.95.0/24,1,0,0,2,0,False,146.75.92.0/22,54113,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,256,1.0,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.96.0/24,1,0,0,2,0,False,146.75.96.0/22,54113,"[{'city': 'Honolulu', 'country_code': 'US', 'id': 'HNL', 'lat': 21.3187, 'lon': -157.922}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,256,1.0,"[{'city': 'Honolulu', 'country_code': 'US', 'id': 'HNL', 'lat': 21.3187, 'lon': -157.922}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.97.0/24,1,0,0,2,0,False,146.75.96.0/22,54113,"[{'city': 'Honolulu', 'country_code': 'US', 'id': 'HNL', 'lat': 21.3187, 'lon': -157.922}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,256,1.0,"[{'city': 'Honolulu', 'country_code': 'US', 'id': 'HNL', 'lat': 21.3187, 'lon': -157.922}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.98.0/24,1,0,0,2,0,False,146.75.96.0/22,54113,"[{'city': 'Honolulu', 'country_code': 'US', 'id': 'HNL', 'lat': 21.3187, 'lon': -157.922}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,256,1.0,"[{'city': 'Honolulu', 'country_code': 'US', 'id': 'HNL', 'lat': 21.3187, 'lon': -157.922}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.99.0/24,1,0,0,2,0,False,146.75.96.0/22,54113,"[{'city': 'Honolulu', 'country_code': 'US', 'id': 'HNL', 'lat': 21.3187, 'lon': -157.922}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,256,1.0,"[{'city': 'Honolulu', 'country_code': 'US', 'id': 'HNL', 'lat': 21.3187, 'lon': -157.922}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
147.135.124.0/24,2,2,1,2,2,False,147.135.0.0/17,16276,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",False,60,0.234375,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",Continental,NA,
147.135.24.0/24,2,2,0,2,2,False,147.135.0.0/17,16276,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",False,90,0.3515625,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",Continental,NA,
147.135.3.0/24,2,2,1,2,1,False,147.135.0.0/17,16276,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",False,79,0.30859375,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",Continental,NA,
147.135.96.0/24,2,2,0,2,1,False,147.135.0.0/17,16276,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",False,34,0.1328125,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",Continental,NA,
147.160.190.0/24,2,1,0,2,0,False,147.160.190.0/24,396986,"[{'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}
 {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",False,12,0.046875,"[{'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}, {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",National,NA,US
148.139.192.0/24,2,0,0,2,0,False,148.139.192.0/24,16839,"[{'city': 'Dublin', 'country_code': 'IE', 'id': 'DUB', 'lat': 53.4213, 'lon': -6.27007}
 {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}]",False,0,0.0,"[{'city': 'Dublin', 'country_code': 'IE', 'id': 'DUB', 'lat': 53.4213, 'lon': -6.27007}, {'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}]",Continental,EU,
148.163.194.0/24,3,0,3,4,0,False,148.163.194.0/24,63911,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",False,4,0.015625,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
148.163.199.0/24,3,0,3,4,0,False,148.163.199.0/24,63911,"[{'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}
 {'city': 'Paris', 'country_code': 'FR', 'id': 'CDG', 'lat': 49.0128, 'lon': 2.55}
 {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}
 {'city': 'Bourges', 'country_code': 'FR', 'id': 'BOU', 'lat': 47.0581, 'lon': 2.37028}]",False,4,0.015625,"[{'city': 'Amsterdam', 'country_code': 'NL', 'id': 'AMX', 'lat': 52.3086, 'lon': 4.76389}, {'city': 'Paris', 'country_code': 'FR', 'id': 'CDG', 'lat': 49.0128, 'lon': 2.55}, {'city': 'London', 'country_code': 'GB', 'id': 'LHR', 'lat': 51.4706, 'lon': -0.461941}, {'city': 'Bourges', 'country_code': 'FR', 'id': 'BOU', 'lat': 47.0581, 'lon': 2.37028}]",Continental,EU,
148.163.203.0/24,3,0,3,4,0,False,148.163.203.0/24,63911,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",False,4,0.015625,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",National,NA,US
148.163.204.0/24,3,0,3,3,0,False,148.163.204.0/24,63911,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}]",False,4,0.015625,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}]",National,NA,US
148.163.206.0/24,3,0,3,3,0,False,148.163.206.0/24,63911,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",False,4,0.015625,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
148.163.247.0/24,3,0,3,3,0,False,148.163.247.0/24,63911,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",False,4,0.015625,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",National,NA,US
148.163.250.0/24,3,0,3,3,0,False,148.163.250.0/24,63911,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",False,4,0.015625,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",National,NA,US
148.230.34.0/24,2,2,0,2,1,False,148.230.34.0/24,40934,"[{'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}
 {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}]",False,0,0.0,"[{'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}, {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}]",National,NA,US
148.230.36.0/24,2,2,0,2,2,False,148.230.36.0/24,40934,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}
 {'city': 'Bangalore', 'country_code': 'IN', 'id': 'BLR', 'lat': 13.1979, 'lon': 77.7063}]",False,3,0.01171875,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}, {'city': 'Bangalore', 'country_code': 'IN', 'id': 'BLR', 'lat': 13.1979, 'lon': 77.7063}]",Continental,AS,
148.59.176.0/24,3,3,0,5,2,False,148.59.176.0/24,36236,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}
 {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",False,0,0.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}, {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",National,NA,US
149.112.121.0/24,2,0,2,3,0,False,149.112.121.0/24,40568,"[{'city': 'Montréal', 'country_code': 'CA', 'id': 'YUL', 'lat': 45.4706, 'lon': -73.7408}
 {'city': 'Toronto', 'country_code': 'CA', 'id': 'YZD', 'lat': 43.7425, 'lon': -79.4656}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",False,4,0.015625,"[{'city': 'Montréal', 'country_code': 'CA', 'id': 'YUL', 'lat': 45.4706, 'lon': -73.7408}, {'city': 'Toronto', 'country_code': 'CA', 'id': 'YZD', 'lat': 43.7425, 'lon': -79.4656}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",National,NA,CA
149.112.122.0/24,2,0,2,3,0,False,149.112.122.0/24,40568,"[{'city': 'Toronto', 'country_code': 'CA', 'id': 'YZD', 'lat': 43.7425, 'lon': -79.4656}
 {'city': 'Montréal', 'country_code': 'CA', 'id': 'YUL', 'lat': 45.4706, 'lon': -73.7408}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",False,4,0.015625,"[{'city': 'Toronto', 'country_code': 'CA', 'id': 'YZD', 'lat': 43.7425, 'lon': -79.4656}, {'city': 'Montréal', 'country_code': 'CA', 'id': 'YUL', 'lat': 45.4706, 'lon': -73.7408}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",National,NA,CA
149.137.136.0/24,2,0,0,2,0,False,149.137.136.0/24,40401,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",True,228,0.890625,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",National,NA,US
149.137.140.0/24,2,0,0,2,0,False,149.137.140.0/24,40401,"[{'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}
 {'city': 'Roanoke', 'country_code': 'US', 'id': 'ROA', 'lat': 37.3255, 'lon': -79.9754}]",True,227,0.88671875,"[{'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}, {'city': 'Roanoke', 'country_code': 'US', 'id': 'ROA', 'lat': 37.3255, 'lon': -79.9754}]",National,NA,US
